id,icao,hub_cost,done,yd,jd,fd
1370,KHFD,60000,False,0.0,0.0,0.0
1371,KHGR,60000,False,0.0,0.0,0.0
1372,KHHR,60000,False,0.0,0.0,0.0
1373,KHIB,60000,False,0.0,0.0,0.0
1374,KHIO,60000,False,0.0,0.0,0.0
1375,KHKY,60000,False,0.0,0.0,0.0
1376,KHLG,60000,False,0.0,0.0,0.0
1377,KHLN,60000,False,0.0,0.0,0.0
1379,KHOB,60000,False,0.0,0.0,0.0
1380,KHON,60000,False,0.0,0.0,0.0
1382,KHOT,60000,False,0.0,0.0,0.0
1383,KHOU,60000,False,0.0,0.0,0.0
1384,KHPN,60000,False,0.0,0.0,0.0
1385,KHQM,60000,False,0.0,0.0,0.0
1386,KHRL,60000,False,0.0,0.0,0.0
1387,KHRO,60000,False,0.0,0.0,0.0
1389,KHSV,60000,False,0.0,0.0,0.0
1390,KHTS,60000,False,0.0,0.0,0.0
1392,KHUL,60000,False,0.0,0.0,0.0
1393,KHUT,60000,False,0.0,0.0,0.0
1394,KHVN,60000,False,0.0,0.0,0.0
1395,KHVR,60000,False,0.0,0.0,0.0
1396,KHYA,60000,False,0.0,0.0,0.0
1397,KHYR,60000,False,0.0,0.0,0.0
1398,KHYS,60000,False,0.0,0.0,0.0
1399,KIAD,237000,False,0.0,0.0,0.0
1400,KIAG,60000,False,0.0,0.0,0.0
1401,KIAH,213300,False,0.0,0.0,0.0
1402,KICT,60000,False,0.0,0.0,0.0
1403,KIDA,60000,False,0.0,0.0,0.0
1404,KIKK,60000,False,0.0,0.0,0.0
1405,KILG,60000,False,0.0,0.0,0.0
1406,KILM,60000,False,0.0,0.0,0.0
1407,KILN,60000,False,0.0,0.0,0.0
1408,KIND,60000,False,0.0,0.0,0.0
1409,KINK,60000,False,0.0,0.0,0.0
1410,KINL,60000,False,0.0,0.0,0.0
1411,KINT,60000,False,0.0,0.0,0.0
1412,KINW,60000,False,0.0,0.0,0.0
1413,KIPL,60000,False,0.0,0.0,0.0
1414,KIPT,60000,False,0.0,0.0,0.0
1415,KIRK,60000,False,0.0,0.0,0.0
1416,KISM,60000,False,0.0,0.0,0.0
1417,KISN,60000,False,0.0,0.0,0.0
1418,KISO,60000,False,0.0,0.0,0.0
1419,KISP,60000,False,0.0,0.0,0.0
1420,KITH,60000,False,0.0,0.0,0.0
1421,KIWA,60000,False,0.0,0.0,0.0
1422,KJAC,60000,False,0.0,0.0,0.0
1423,KJAN,60000,False,0.0,0.0,0.0
1424,KJAX,60000,False,0.0,0.0,0.0
1425,KJBR,60000,False,0.0,0.0,0.0
1426,KJCT,60000,False,0.0,0.0,0.0
1427,KJFK,213300,False,0.0,0.0,0.0
1428,KJHW,60000,False,0.0,0.0,0.0
1429,KJLN,60000,False,0.0,0.0,0.0
1430,KJMS,60000,False,0.0,0.0,0.0
1431,KJST,60000,False,0.0,0.0,0.0
1432,KJXN,60000,False,0.0,0.0,0.0
1433,KKLS,60000,False,0.0,0.0,0.0
1434,KLAF,60000,False,0.0,0.0,0.0
1435,KLAL,60000,False,0.0,0.0,0.0
1436,KLAN,60000,False,0.0,0.0,0.0
1437,KLAR,60000,False,0.0,0.0,0.0
1438,KLAS,213300,False,0.0,0.0,0.0
1439,KLAW,60000,False,0.0,0.0,0.0
1440,KLAX,213300,False,0.0,0.0,0.0
1441,KLBB,60000,False,0.0,0.0,0.0
1442,KLBE,60000,False,0.0,0.0,0.0
1443,KLBF,60000,False,0.0,0.0,0.0
1444,KLBL,60000,False,0.0,0.0,0.0
1445,KLBT,60000,False,0.0,0.0,0.0
1446,KLBX,60000,False,0.0,0.0,0.0
1447,KLCH,60000,False,0.0,0.0,0.0
1448,KLCK,60000,False,0.0,0.0,0.0
1449,KLEB,60000,False,0.0,0.0,0.0
1450,KLEE,60000,False,0.0,0.0,0.0
1451,KLEX,60000,False,0.0,0.0,0.0
1452,KLFK,60000,False,0.0,0.0,0.0
1453,KLFT,60000,False,0.0,0.0,0.0
1454,KLGA,60000,False,0.0,0.0,0.0
1455,KLGB,60000,False,0.0,0.0,0.0
1456,KLGU,60000,False,0.0,0.0,0.0
1457,KLIT,60000,False,0.0,0.0,0.0
1458,KLMT,60000,False,0.0,0.0,0.0
1459,KLND,60000,False,0.0,0.0,0.0
1460,KLNK,60000,False,0.0,0.0,0.0
1461,KLNS,60000,False,0.0,0.0,0.0
1462,KLOL,60000,False,0.0,0.0,0.0
1463,KLOU,60000,False,0.0,0.0,0.0
1464,KLOZ,60000,False,0.0,0.0,0.0
1465,KLRD,60000,False,0.0,0.0,0.0
1466,KLRU,60000,False,0.0,0.0,0.0
1467,KLSE,60000,False,0.0,0.0,0.0
1469,KLUK,60000,False,0.0,0.0,0.0
1470,KLVM,60000,False,0.0,0.0,0.0
1471,KLVS,60000,False,0.0,0.0,0.0
1472,KLWB,60000,False,0.0,0.0,0.0
1473,KLWM,60000,False,0.0,0.0,0.0
1474,KLWS,60000,False,0.0,0.0,0.0
1475,KLWT,60000,False,0.0,0.0,0.0
1476,KLYH,60000,False,0.0,0.0,0.0
1477,KMAF,60000,False,0.0,0.0,0.0
1478,KMBG,60000,False,0.0,0.0,0.0
1479,KMBS,60000,False,0.0,0.0,0.0
1480,KMCB,60000,False,0.0,0.0,0.0
1482,KMCE,60000,False,0.0,0.0,0.0
1483,KMCI,60000,False,0.0,0.0,0.0
1484,KMCK,60000,False,0.0,0.0,0.0
1485,KMCN,60000,False,0.0,0.0,0.0
1486,KMCO,213300,False,0.0,0.0,0.0
1487,KMCW,60000,False,0.0,0.0,0.0
1488,KMDH,60000,False,0.0,0.0,0.0
1489,KMDT,60000,False,0.0,0.0,0.0
1490,KMDW,60000,False,0.0,0.0,0.0
1491,KMEI,60000,False,0.0,0.0,0.0
1492,KMEM,60000,False,0.0,0.0,0.0
1493,KMER,60000,False,0.0,0.0,0.0
1494,KMFD,60000,False,0.0,0.0,0.0
1495,KMFE,60000,False,0.0,0.0,0.0
1496,KMFR,60000,False,0.0,0.0,0.0
1497,KMGM,60000,False,0.0,0.0,0.0
1498,KMGW,60000,False,0.0,0.0,0.0
1499,KMHK,60000,False,0.0,0.0,0.0
1500,KMHR,60000,False,0.0,0.0,0.0
1501,KMHT,60000,False,0.0,0.0,0.0
1502,KMIA,237000,False,0.0,0.0,0.0
1503,KMIE,60000,False,0.0,0.0,0.0
1504,KMIV,60000,False,0.0,0.0,0.0
1505,KMKC,60000,False,0.0,0.0,0.0
1506,KMKE,60000,False,0.0,0.0,0.0
1507,KMKL,60000,False,0.0,0.0,0.0
1508,KMLB,60000,False,0.0,0.0,0.0
1509,KMLC,60000,False,0.0,0.0,0.0
1510,KMLI,60000,False,0.0,0.0,0.0
1511,KMLS,60000,False,0.0,0.0,0.0
1512,KMLU,60000,False,0.0,0.0,0.0
1514,KMMU,60000,False,0.0,0.0,0.0
1515,KMOB,60000,False,0.0,0.0,0.0
1516,KMOD,60000,False,0.0,0.0,0.0
1517,KMOT,60000,False,0.0,0.0,0.0
1518,KMPV,60000,False,0.0,0.0,0.0
1519,KMQY,60000,False,0.0,0.0,0.0
1520,KMRB,60000,False,0.0,0.0,0.0
1521,KMRY,60000,False,0.0,0.0,0.0
1522,KMSL,60000,False,0.0,0.0,0.0
1523,KMSN,60000,False,0.0,0.0,0.0
1524,KMSO,60000,False,0.0,0.0,0.0
1525,KMSP,60000,False,0.0,0.0,0.0
1526,KMSS,60000,False,0.0,0.0,0.0
1527,KMSY,60000,False,0.0,0.0,0.0
1529,KMTH,60000,False,0.0,0.0,0.0
1530,KMTJ,60000,False,0.0,0.0,0.0
1531,KMTN,60000,False,0.0,0.0,0.0
1533,KMWH,60000,False,0.0,0.0,0.0
1534,KMYL,60000,False,0.0,0.0,0.0
1535,KMYR,60000,False,0.0,0.0,0.0
1536,KMYV,60000,False,0.0,0.0,0.0
1538,KNEL,60000,False,0.0,0.0,0.0
1539,KNEW,60000,False,0.0,0.0,0.0
1541,KNHZ,60000,False,0.0,0.0,0.0
1544,KNQA,60000,False,0.0,0.0,0.0
1545,KNUQ,60000,False,0.0,0.0,0.0
1546,KNYL,60000,False,0.0,0.0,0.0
1547,KOAJ,60000,False,0.0,0.0,0.0
1548,KOAK,60000,False,0.0,0.0,0.0
1549,KOFK,60000,False,0.0,0.0,0.0
1550,KOGB,60000,False,0.0,0.0,0.0
1551,KOGD,60000,False,0.0,0.0,0.0
1552,KOKC,60000,False,0.0,0.0,0.0
1553,KOLF,60000,False,0.0,0.0,0.0
1554,KOLM,60000,False,0.0,0.0,0.0
1555,KOLS,60000,False,0.0,0.0,0.0
1556,KOMA,60000,False,0.0,0.0,0.0
1557,KONP,60000,False,0.0,0.0,0.0
1558,KONT,60000,False,0.0,0.0,0.0
1559,KOPF,60000,False,0.0,0.0,0.0
1560,KOQU,60000,False,0.0,0.0,0.0
1561,KORD,237000,False,0.0,0.0,0.0
1562,KORF,60000,False,0.0,0.0,0.0
1563,KORH,60000,False,0.0,0.0,0.0
1564,KOSH,60000,False,0.0,0.0,0.0
1565,KOSU,60000,False,0.0,0.0,0.0
1566,KOTH,60000,False,0.0,0.0,0.0
1567,KOTM,60000,False,0.0,0.0,0.0
1568,KOWB,60000,False,0.0,0.0,0.0
1569,KOWD,60000,False,0.0,0.0,0.0
1570,KOXR,60000,False,0.0,0.0,0.0
1572,KPAE,60000,False,0.0,0.0,0.0
1573,KPAH,60000,False,0.0,0.0,0.0
1574,KPBG,60000,False,0.0,0.0,0.0
1575,KPBI,60000,False,0.0,0.0,0.0
1576,KPDK,60000,False,0.0,0.0,0.0
1577,KPDT,60000,False,0.0,0.0,0.0
1578,KPDX,60000,False,0.0,0.0,0.0
1579,KPGA,60000,False,0.0,0.0,0.0
1580,KPGV,60000,False,0.0,0.0,0.0
1581,KPHF,60000,False,0.0,0.0,0.0
1582,KPHL,60000,False,0.0,0.0,0.0
1583,KPHX,237000,False,0.0,0.0,0.0
1584,KPIA,60000,False,0.0,0.0,0.0
1585,KPIB,60000,False,0.0,0.0,0.0
1586,KPIE,60000,False,0.0,0.0,0.0
1587,KPIH,60000,False,0.0,0.0,0.0
1588,KPIR,60000,False,0.0,0.0,0.0
1589,KPIT,60000,False,0.0,0.0,0.0
1590,KPKB,60000,False,0.0,0.0,0.0
1591,KPLN,60000,False,0.0,0.0,0.0
1593,KPNA,60000,False,0.0,0.0,0.0
1594,KPNC,60000,False,0.0,0.0,0.0
1595,KPNE,60000,False,0.0,0.0,0.0
1596,KPNS,60000,False,0.0,0.0,0.0
1597,KPOB,60000,False,0.0,0.0,0.0
1599,KPOU,60000,False,0.0,0.0,0.0
1600,KPQI,60000,False,0.0,0.0,0.0
1601,KPRB,60000,False,0.0,0.0,0.0
1602,KPRC,60000,False,0.0,0.0,0.0
1603,KPRX,60000,False,0.0,0.0,0.0
1604,KPSC,60000,False,0.0,0.0,0.0
1605,KPSM,60000,False,0.0,0.0,0.0
1606,KPSP,60000,False,0.0,0.0,0.0
1607,KPTK,60000,False,0.0,0.0,0.0
1608,KPUW,60000,False,0.0,0.0,0.0
1609,KPVD,60000,False,0.0,0.0,0.0
1610,KPVU,60000,False,0.0,0.0,0.0
1611,KPWK,60000,False,0.0,0.0,0.0
1612,KPWM,60000,False,0.0,0.0,0.0
1613,KPWT,60000,False,0.0,0.0,0.0
1614,KRAL,60000,False,0.0,0.0,0.0
1615,KRAP,60000,False,0.0,0.0,0.0
1616,KRBL,60000,False,0.0,0.0,0.0
1617,KRDD,60000,False,0.0,0.0,0.0
1618,KRDG,60000,False,0.0,0.0,0.0
1619,KRDM,60000,False,0.0,0.0,0.0
1620,KRDU,60000,False,0.0,0.0,0.0
1621,KRFD,60000,False,0.0,0.0,0.0
1622,KRHI,60000,False,0.0,0.0,0.0
1623,KRIC,60000,False,0.0,0.0,0.0
1624,KRIL,60000,False,0.0,0.0,0.0
1626,KRIW,60000,False,0.0,0.0,0.0
1627,KRKS,60000,False,0.0,0.0,0.0
1628,KRME,60000,False,0.0,0.0,0.0
1629,KRMG,60000,False,0.0,0.0,0.0
1630,KRNO,60000,False,0.0,0.0,0.0
1631,KROA,60000,False,0.0,0.0,0.0
1632,KROC,60000,False,0.0,0.0,0.0
1633,KROW,60000,False,0.0,0.0,0.0
1634,KRSL,60000,False,0.0,0.0,0.0
1635,KRST,60000,False,0.0,0.0,0.0
1636,KRSW,60000,False,0.0,0.0,0.0
1637,KRUT,60000,False,0.0,0.0,0.0
1638,KRVS,60000,False,0.0,0.0,0.0
1639,KRWF,60000,False,0.0,0.0,0.0
1640,KRWI,60000,False,0.0,0.0,0.0
1641,KRWL,60000,False,0.0,0.0,0.0
1642,KSAC,60000,False,0.0,0.0,0.0
1643,KSAF,60000,False,0.0,0.0,0.0
1644,KSAN,60000,False,0.0,0.0,0.0
1645,KSAT,60000,False,0.0,0.0,0.0
1646,KSAV,60000,False,0.0,0.0,0.0
1647,KSAW,60000,False,0.0,0.0,0.0
1648,KSBA,60000,False,0.0,0.0,0.0
1649,KSBD,60000,False,0.0,0.0,0.0
1650,KSBN,60000,False,0.0,0.0,0.0
1651,KSBP,60000,False,0.0,0.0,0.0
1652,KSBY,60000,False,0.0,0.0,0.0
1653,KSCH,60000,False,0.0,0.0,0.0
1654,KSCK,60000,False,0.0,0.0,0.0
1655,KSDF,60000,False,0.0,0.0,0.0
1656,KSDM,60000,False,0.0,0.0,0.0
1657,KSDY,60000,False,0.0,0.0,0.0
1658,KSEA,237000,False,0.0,0.0,0.0
1659,KSFB,60000,False,0.0,0.0,0.0
1660,KSFF,60000,False,0.0,0.0,0.0
1661,KSFO,213300,False,0.0,0.0,0.0
1662,KSGF,60000,False,0.0,0.0,0.0
1663,KSGH,60000,False,0.0,0.0,0.0
1664,KSGJ,60000,False,0.0,0.0,0.0
1665,KSGR,60000,False,0.0,0.0,0.0
1666,KSGU,60000,False,0.0,0.0,0.0
1667,KSHR,60000,False,0.0,0.0,0.0
1668,KSHV,60000,False,0.0,0.0,0.0
1669,KSJC,60000,False,0.0,0.0,0.0
1670,KSJT,60000,False,0.0,0.0,0.0
1671,KSLC,60000,False,0.0,0.0,0.0
1672,KSLE,60000,False,0.0,0.0,0.0
1673,KSLK,60000,False,0.0,0.0,0.0
1674,KSLN,60000,False,0.0,0.0,0.0
1675,KSME,60000,False,0.0,0.0,0.0
1676,KSMF,60000,False,0.0,0.0,0.0
1677,KSMN,60000,False,0.0,0.0,0.0
1678,KSMX,60000,False,0.0,0.0,0.0
1679,KSNA,60000,False,0.0,0.0,0.0
1680,KSNS,60000,False,0.0,0.0,0.0
1681,KSNY,60000,False,0.0,0.0,0.0
1682,KSPI,60000,False,0.0,0.0,0.0
1684,KSRQ,60000,False,0.0,0.0,0.0
1685,KSRR,60000,False,0.0,0.0,0.0
1686,KSSF,60000,False,0.0,0.0,0.0
1687,KSSI,60000,False,0.0,0.0,0.0
1688,KSTC,60000,False,0.0,0.0,0.0
1689,KSTJ,60000,False,0.0,0.0,0.0
1690,KSTL,60000,False,0.0,0.0,0.0
1691,KSTP,60000,False,0.0,0.0,0.0
1692,KSTS,60000,False,0.0,0.0,0.0
1693,KSUN,60000,False,0.0,0.0,0.0
1694,KSUS,60000,False,0.0,0.0,0.0
1695,KSUX,60000,False,0.0,0.0,0.0
1697,KSWF,60000,False,0.0,0.0,0.0
1698,KSWO,60000,False,0.0,0.0,0.0
1699,KSYR,60000,False,0.0,0.0,0.0
1700,KTBN,60000,False,0.0,0.0,0.0
1701,KTCC,60000,False,0.0,0.0,0.0
1702,KTCL,60000,False,0.0,0.0,0.0
1703,KTCS,60000,False,0.0,0.0,0.0
1704,KTEB,60000,False,0.0,0.0,0.0
1705,KTIW,60000,False,0.0,0.0,0.0
1706,KTIX,60000,False,0.0,0.0,0.0
1707,KTLH,60000,False,0.0,0.0,0.0
1708,KTMB,60000,False,0.0,0.0,0.0
1709,KTOI,60000,False,0.0,0.0,0.0
1710,KTOL,60000,False,0.0,0.0,0.0
1711,KTOP,60000,False,0.0,0.0,0.0
1712,KTPA,60000,False,0.0,0.0,0.0
1713,KTPH,60000,False,0.0,0.0,0.0
1714,KTPL,60000,False,0.0,0.0,0.0
1715,KTRI,60000,False,0.0,0.0,0.0
1716,KTRK,60000,False,0.0,0.0,0.0
1717,KTRM,60000,False,0.0,0.0,0.0
1718,KTTD,60000,False,0.0,0.0,0.0
1719,KTTN,60000,False,0.0,0.0,0.0
1720,KTUL,60000,False,0.0,0.0,0.0
1721,KTUP,60000,False,0.0,0.0,0.0
1722,KTUS,60000,False,0.0,0.0,0.0
1723,KTVC,60000,False,0.0,0.0,0.0
1724,KTVL,60000,False,0.0,0.0,0.0
1725,KTWF,60000,False,0.0,0.0,0.0
1726,KTXK,60000,False,0.0,0.0,0.0
1727,KTYR,60000,False,0.0,0.0,0.0
1728,KTYS,60000,False,0.0,0.0,0.0
1729,KUIN,60000,False,0.0,0.0,0.0
1730,KUKI,60000,False,0.0,0.0,0.0
1731,KUNV,60000,False,0.0,0.0,0.0
1732,KUOX,60000,False,0.0,0.0,0.0
1733,KUTS,60000,False,0.0,0.0,0.0
1734,KVCT,60000,False,0.0,0.0,0.0
1735,KVEL,60000,False,0.0,0.0,0.0
1736,KVGT,60000,False,0.0,0.0,0.0
1737,KVLD,60000,False,0.0,0.0,0.0
1738,KVNY,60000,False,0.0,0.0,0.0
1739,KVOK,60000,False,0.0,0.0,0.0
1740,KVPS,60000,False,0.0,0.0,0.0
1741,KVPZ,60000,False,0.0,0.0,0.0
1742,KVRB,60000,False,0.0,0.0,0.0
1743,KVTN,60000,False,0.0,0.0,0.0
1744,KWJF,60000,False,0.0,0.0,0.0
1745,KWMC,60000,False,0.0,0.0,0.0
1746,KWRL,60000,False,0.0,0.0,0.0
1747,KWWD,60000,False,0.0,0.0,0.0
1748,KWWR,60000,False,0.0,0.0,0.0
1749,KWYS,60000,False,0.0,0.0,0.0
1750,KXNA,60000,False,0.0,0.0,0.0
1751,KYIP,60000,False,0.0,0.0,0.0
1752,KYKM,60000,False,0.0,0.0,0.0
1753,KYKN,60000,False,0.0,0.0,0.0
1754,KYNG,60000,False,0.0,0.0,0.0
1755,KZZV,60000,False,0.0,0.0,0.0
1756,LATI,213300,False,0.0,0.0,0.0
1757,LBBG,12000,False,0.0,0.0,0.0
1758,LBGO,12000,False,0.0,0.0,0.0
1759,LBPD,12000,False,0.0,0.0,0.0
1760,LBSF,237000,False,0.0,0.0,0.0
1761,LBWN,12000,False,0.0,0.0,0.0
1762,LCEN,54000,False,0.0,0.0,0.0
1763,LCLK,23700,False,0.0,0.0,0.0
1764,LCPH,6000,False,0.0,0.0,0.0
1765,LDDU,18000,False,0.0,0.0,0.0
1766,LDOS,18000,False,0.0,0.0,0.0
1767,LDPL,18000,False,0.0,0.0,0.0
1768,LDRI,18000,False,0.0,0.0,0.0
1769,LDSB,18000,False,0.0,0.0,0.0
1770,LDSP,18000,False,0.0,0.0,0.0
1771,LDZA,213300,False,0.0,0.0,0.0
1772,LDZD,18000,False,0.0,0.0,0.0
1773,LEAB,48000,False,0.0,0.0,0.0
1774,LEAL,48000,False,0.0,0.0,0.0
1775,LEAM,48000,False,0.0,0.0,0.0
1776,LEAS,48000,False,0.0,0.0,0.0
1777,LEBA,48000,False,0.0,0.0,0.0
1778,LEBB,48000,False,0.0,0.0,0.0
1779,LEBG,48000,False,0.0,0.0,0.0
1780,LEBL,237000,False,0.0,0.0,0.0
1781,LEBZ,48000,False,0.0,0.0,0.0
1782,LECO,48000,False,0.0,0.0,0.0
1783,LECU,48000,False,0.0,0.0,0.0
1784,LEDA,48000,False,0.0,0.0,0.0
1785,LEGE,48000,False,0.0,0.0,0.0
1786,LEGR,48000,False,0.0,0.0,0.0
1787,LEIB,48000,False,0.0,0.0,0.0
1788,LEJR,48000,False,0.0,0.0,0.0
1789,LELC,48000,False,0.0,0.0,0.0
1790,LELN,48000,False,0.0,0.0,0.0
1791,LEMD,213300,False,0.0,0.0,0.0
1792,LEMG,48000,False,0.0,0.0,0.0
1793,LEMH,48000,False,0.0,0.0,0.0
1794,LEPA,48000,False,0.0,0.0,0.0
1795,LEPP,48000,False,0.0,0.0,0.0
1796,LESA,48000,False,0.0,0.0,0.0
1797,LESO,48000,False,0.0,0.0,0.0
1798,LEST,48000,False,0.0,0.0,0.0
1799,LETL,48000,False,0.0,0.0,0.0
1800,LETO,48000,False,0.0,0.0,0.0
1801,LEVC,48000,False,0.0,0.0,0.0
1802,LEVD,48000,False,0.0,0.0,0.0
1803,LEVT,48000,False,0.0,0.0,0.0
1804,LEVX,48000,False,0.0,0.0,0.0
1805,LEXJ,48000,False,0.0,0.0,0.0
1806,LEZL,48000,False,0.0,0.0,0.0
1807,LFAC,48000,False,0.0,0.0,0.0
1808,LFAT,48000,False,0.0,0.0,0.0
1809,LFAV,48000,False,0.0,0.0,0.0
1810,LFBA,48000,False,0.0,0.0,0.0
1811,LFBD,48000,False,0.0,0.0,0.0
1812,LFBE,48000,False,0.0,0.0,0.0
1813,LFBH,48000,False,0.0,0.0,0.0
1814,LFBI,48000,False,0.0,0.0,0.0
1815,LFBK,48000,False,0.0,0.0,0.0
1816,LFBL,48000,False,0.0,0.0,0.0
1817,LFBN,48000,False,0.0,0.0,0.0
1818,LFBO,48000,False,0.0,0.0,0.0
1819,LFBP,48000,False,0.0,0.0,0.0
1820,LFBT,48000,False,0.0,0.0,0.0
1821,LFBU,48000,False,0.0,0.0,0.0
1822,LFBX,48000,False,0.0,0.0,0.0
1823,LFBZ,48000,False,0.0,0.0,0.0
1824,LFCC,48000,False,0.0,0.0,0.0
1825,LFCI,48000,False,0.0,0.0,0.0
1826,LFCK,48000,False,0.0,0.0,0.0
1827,LFCR,48000,False,0.0,0.0,0.0
1828,LFCY,48000,False,0.0,0.0,0.0
1829,LFDB,48000,False,0.0,0.0,0.0
1830,LFDN,48000,False,0.0,0.0,0.0
1831,LFEY,48000,False,0.0,0.0,0.0
1832,LFGA,48000,False,0.0,0.0,0.0
1833,LFGJ,48000,False,0.0,0.0,0.0
1834,LFHO,48000,False,0.0,0.0,0.0
1835,LFHP,48000,False,0.0,0.0,0.0
1836,LFJL,48000,False,0.0,0.0,0.0
1837,LFJR,48000,False,0.0,0.0,0.0
1838,LFKB,48000,False,0.0,0.0,0.0
1839,LFKC,48000,False,0.0,0.0,0.0
1840,LFKF,48000,False,0.0,0.0,0.0
1841,LFKJ,48000,False,0.0,0.0,0.0
1842,LFLA,48000,False,0.0,0.0,0.0
1843,LFLB,48000,False,0.0,0.0,0.0
1844,LFLC,48000,False,0.0,0.0,0.0
1845,LFLD,48000,False,0.0,0.0,0.0
1846,LFLI,48000,False,0.0,0.0,0.0
1847,LFLL,48000,False,0.0,0.0,0.0
1848,LFLN,48000,False,0.0,0.0,0.0
1849,LFLO,48000,False,0.0,0.0,0.0
1850,LFLP,48000,False,0.0,0.0,0.0
1851,LFLS,48000,False,0.0,0.0,0.0
1852,LFLU,48000,False,0.0,0.0,0.0
1853,LFLV,48000,False,0.0,0.0,0.0
1854,LFLW,48000,False,0.0,0.0,0.0
1855,LFLX,48000,False,0.0,0.0,0.0
1856,LFLY,48000,False,0.0,0.0,0.0
1857,LFMD,48000,False,0.0,0.0,0.0
1858,LFMH,48000,False,0.0,0.0,0.0
1859,LFMK,48000,False,0.0,0.0,0.0
1860,LFML,48000,False,0.0,0.0,0.0
1861,LFMN,48000,False,0.0,0.0,0.0
1862,LFMP,48000,False,0.0,0.0,0.0
1863,LFMQ,48000,False,0.0,0.0,0.0
1864,LFMT,48000,False,0.0,0.0,0.0
1865,LFMU,48000,False,0.0,0.0,0.0
1866,LFMV,48000,False,0.0,0.0,0.0
1867,LFNB,48000,False,0.0,0.0,0.0
1868,LFOB,48000,False,0.0,0.0,0.0
1869,LFOH,48000,False,0.0,0.0,0.0
1870,LFOI,48000,False,0.0,0.0,0.0
1871,LFOK,48000,False,0.0,0.0,0.0
1872,LFOP,48000,False,0.0,0.0,0.0
1873,LFOT,48000,False,0.0,0.0,0.0
1874,LFOU,48000,False,0.0,0.0,0.0
1875,LFOV,48000,False,0.0,0.0,0.0
1876,LFPB,48000,False,0.0,0.0,0.0
1877,LFPG,213300,False,0.0,0.0,0.0
1878,LFPN,48000,False,0.0,0.0,0.0
1879,LFPO,48000,False,0.0,0.0,0.0
1880,LFPT,48000,False,0.0,0.0,0.0
1881,LFQG,48000,False,0.0,0.0,0.0
1882,LFQJ,48000,False,0.0,0.0,0.0
1883,LFQQ,48000,False,0.0,0.0,0.0
1884,LFQT,48000,False,0.0,0.0,0.0
1885,LFQV,48000,False,0.0,0.0,0.0
1886,LFRB,48000,False,0.0,0.0,0.0
1887,LFRC,48000,False,0.0,0.0,0.0
1888,LFRD,48000,False,0.0,0.0,0.0
1889,LFRE,48000,False,0.0,0.0,0.0
1890,LFRF,48000,False,0.0,0.0,0.0
1891,LFRG,48000,False,0.0,0.0,0.0
1892,LFRH,48000,False,0.0,0.0,0.0
1893,LFRI,48000,False,0.0,0.0,0.0
1894,LFRK,48000,False,0.0,0.0,0.0
1895,LFRM,48000,False,0.0,0.0,0.0
1896,LFRN,48000,False,0.0,0.0,0.0
1897,LFRO,48000,False,0.0,0.0,0.0
1898,LFRQ,48000,False,0.0,0.0,0.0
1899,LFRS,48000,False,0.0,0.0,0.0
1900,LFRT,48000,False,0.0,0.0,0.0
1901,LFRU,48000,False,0.0,0.0,0.0
1902,LFRV,48000,False,0.0,0.0,0.0
1903,LFRZ,48000,False,0.0,0.0,0.0
1904,LFSB,48000,False,0.0,0.0,0.0
1905,LFSD,48000,False,0.0,0.0,0.0
1906,LFSG,48000,False,0.0,0.0,0.0
1907,LFSN,48000,False,0.0,0.0,0.0
1908,LFST,48000,False,0.0,0.0,0.0
1909,LFTH,48000,False,0.0,0.0,0.0
1910,LFTW,48000,False,0.0,0.0,0.0
1911,LFVM,6000,False,0.0,0.0,0.0
1912,LFVP,213300,False,0.0,0.0,0.0
1913,LGAL,30000,False,0.0,0.0,0.0
1914,LGAV,237000,False,0.0,0.0,0.0
1915,LGBL,30000,False,0.0,0.0,0.0
1916,LGHI,30000,False,0.0,0.0,0.0
1917,LGIO,30000,False,0.0,0.0,0.0
1918,LGIR,30000,False,0.0,0.0,0.0
1919,LGKF,30000,False,0.0,0.0,0.0
1920,LGKL,30000,False,0.0,0.0,0.0
1921,LGKO,30000,False,0.0,0.0,0.0
1922,LGKP,30000,False,0.0,0.0,0.0
1923,LGKR,30000,False,0.0,0.0,0.0
1924,LGKV,30000,False,0.0,0.0,0.0
1925,LGKZ,30000,False,0.0,0.0,0.0
1926,LGMK,30000,False,0.0,0.0,0.0
1927,LGMT,30000,False,0.0,0.0,0.0
1928,LGPZ,30000,False,0.0,0.0,0.0
1929,LGRP,30000,False,0.0,0.0,0.0
1930,LGRX,30000,False,0.0,0.0,0.0
1931,LGSA,30000,False,0.0,0.0,0.0
1932,LGSK,30000,False,0.0,0.0,0.0
1933,LGSM,30000,False,0.0,0.0,0.0
1934,LGSR,30000,False,0.0,0.0,0.0
1935,LGST,30000,False,0.0,0.0,0.0
1936,LGTS,30000,False,0.0,0.0,0.0
1937,LGZA,30000,False,0.0,0.0,0.0
1938,LHBP,213300,False,0.0,0.0,0.0
1939,LHDC,42000,False,0.0,0.0,0.0
1940,LHPP,42000,False,0.0,0.0,0.0
1941,LHSM,42000,False,0.0,0.0,0.0
1942,LIBC,42000,False,0.0,0.0,0.0
1943,LIBD,42000,False,0.0,0.0,0.0
1944,LIBF,42000,False,0.0,0.0,0.0
1945,LIBG,42000,False,0.0,0.0,0.0
1946,LIBP,42000,False,0.0,0.0,0.0
1947,LIBR,42000,False,0.0,0.0,0.0
1948,LICA,42000,False,0.0,0.0,0.0
