id,name,fullname,country,continent,iata,icao,lat,lng,rwy,market,hub_cost,rwy_codes
1732,Oxford,University Oxford Airport,United States,North America,UOX,KUOX,34.384300231934,-89.536796569824,5600,57,60000,09/27
1733,"Huntsville,TX",Huntsville Regional Airport,United States,North America,HTV,KUTS,30.7469005585,-95.5871963501,5006,73,60000,18/36
1734,Victoria,Victoria Regional Airport,United States,North America,VCT,KVCT,28.85260009765625,-96.91850280761719,9101,48,60000,06/24|12R/30L
1735,Vernal,Vernal Regional Airport,United States,North America,VEL,KVEL,40.4408989,-109.5100021,6201,34,60000,07/25
1736,"Las Vegas,NV North",North Las Vegas Airport,United States,North America,VGT,KVGT,36.21070098877,-115.19400024414,5004,79,60000,07/25|12R/30L
1737,Valdosta,Valdosta Regional Airport,United States,North America,VLD,KVLD,30.782499313354492,-83.27670288085938,8002,48,60000,04/22|17/35
1738,Van Nuys,Van Nuys Airport,United States,North America,VNY,KVNY,34.209800720215,-118.48999786377,8001,78,60000,16L/34R
1739,Camp Douglas,Volk Field,United States,North America,VOK,KVOK,43.938999176025,-90.253402709961,9000,39,60000,09/27
1740,"Valparaiso,FL",Destin-Ft Walton Beach Airport,United States,North America,VPS,KVPS,30.4832,-86.525398,12005,68,60000,01/19
1741,"Valparaiso,IN",Porter County Municipal Airport,United States,North America,VPZ,KVPZ,41.45399857,-87.00710297,7000,72,60000,09/27
1742,Vero Beach,Vero Beach Regional Airport,United States,North America,VRB,KVRB,27.6556,-80.417901,7314,85,60000,04/22|12R/30L
1743,Valentine,Miller Field,United States,North America,VTN,KVTN,42.85779953,-100.5479965,4700,61,60000,03/21
1744,"Lancaster,CA",General WM J Fox Airfield,United States,North America,WJF,KWJF,34.74110031,-118.2190018,7201,63,60000,06/24
1745,Winnemucca,Winnemucca Municipal Airport,United States,North America,WMC,KWMC,40.8965988159,-117.805999756,7000,47,60000,02/20
1746,Worland,Worland Municipal Airport,United States,North America,WRL,KWRL,43.9656982421875,-107.95099639892578,7005,87,60000,04/22|16/34
1747,Wildwood,Cape May County Airport,United States,North America,WWD,KWWD,39.008499145500004,-74.9083023071,4998,36,60000,01/19
1748,Woodward,West Woodward Airport,United States,North America,WWR,KWWR,36.438,-99.5226667,5502,53,60000,05/23|17/35
1749,West Yellowstone,Yellowstone Airport,United States,North America,WYS,KWYS,44.68840027,-111.1179962,8399,86,60000,01/19
1750,Fayetteville/Springdale/Rogers,Northwest Arkansas Regional Airport,United States,North America,XNA,KXNA,36.281898,-94.306801,8800,42,60000,16/34
1751,Detroit Willow,Willow Run Airport,United States,North America,YIP,KYIP,42.23789978,-83.53040314,7526,57,60000,05L/23R|09L/27R|14/32
1752,Yakima,Yakima Air Terminal McAllister Field,United States,North America,YKM,KYKM,46.56819916,-120.5439987,7603,58,60000,04/22
1753,Yankton,Chan Gurney Municipal Airport,United States,North America,YKN,KYKN,42.916698455811,-97.385902404785,6095,34,60000,01/19
1754,Youngstown/Warren,Youngstown Warren Regional Airport,United States,North America,YNG,KYNG,41.26070023,-80.67910004,9003,86,60000,05/23|143/125
1755,Zanesville,Zanesville Municipal Airport,United States,North America,ZZV,KZZV,39.9444007874,-81.89209747310001,5000,59,60000,04/22
1756,Tirana,Tirana International Airport Mother Teresa,Albania,Europe,TIA,LATI,41.4146995544,19.7206001282,9022,40,213300,17/35
1757,Burgas,Burgas Airport,Bulgaria,Europe,BOJ,LBBG,42.56959915161133,27.515199661254883,10499,77,12000,04/22
1758,Gorna Oryahovitsa,Gorna Oryahovitsa Airport,Bulgaria,Europe,GOZ,LBGO,43.15140151977539,25.712900161743164,8038,74,12000,09/27
1759,Plovdiv,Plovdiv International Airport,Bulgaria,Europe,PDV,LBPD,42.067799,24.8508,8202,55,12000,12/30
1760,Sofia,Sofia Airport,Bulgaria,Europe,SOF,LBSF,42.696693420410156,23.411436080932617,11811,42,237000,09/27
1761,Varna,Varna Airport,Bulgaria,Europe,VAR,LBWN,43.232101,27.8251,8202,36,12000,09/27
1762,Nicosia,Ercan International Airport,Cyprus,Asia,ECN,LCEN,35.154701232910156,33.49610137939453,9039,22,54000,11/29
1763,Larnarca,Larnaca International Airport,Cyprus,Asia,LCA,LCLK,34.875099182128906,33.624900817871094,9776,82,23700,04/22
1764,Paphos,Paphos International Airport,Cyprus,Asia,PFO,LCPH,34.71799850463867,32.48569869995117,8858,31,6000,11/29
1765,Dubrovnik,Dubrovnik Airport,Croatia,Europe,DBV,LDDU,42.5614013671875,18.268199920654297,10827,42,18000,11/29
1766,Osijek,Osijek Airport,Croatia,Europe,OSI,LDOS,45.46269989013672,18.810199737548828,8199,63,18000,11/29
1767,Pula,Pula Airport,Croatia,Europe,PUY,LDPL,44.89350128173828,13.922200202941895,9678,87,18000,09/27
1768,Rijeka,Rijeka Airport,Croatia,Europe,RJK,LDRI,45.21689987182617,14.570300102233887,8164,74,18000,14/32
1769,Brač Island,Bol Airport,Croatia,Europe,BWK,LDSB,43.285701751708984,16.67970085144043,4724,54,18000,04/22
1770,Split,Split Airport,Croatia,Europe,SPU,LDSP,43.53889846801758,16.29800033569336,8366,85,18000,05/23
1771,Zagreb,Zagreb Airport,Croatia,Europe,ZAG,LDZA,45.7429008484,16.0687999725,10669,65,213300,05/23
1772,Zemunik (Zadar),Zadar Airport,Croatia,Europe,ZAD,LDZD,44.108299,15.3467,8202,84,18000,04/22
1773,Albacete,Albacete-Los Llanos Airport,Spain,Europe,ABC,LEAB,38.9485015869,-1.8635200262099998,8858,80,48000,09/27
1774,Alicante,Alicante International Airport,Spain,Europe,ALC,LEAL,38.28219985961914,-0.5581560134887695,9842,50,48000,10/28
1775,Almería,Almería International Airport,Spain,Europe,LEI,LEAM,36.84389877319336,-2.3701000213623047,10499,67,48000,08/26
1776,Ranón,Asturias Airport,Spain,Europe,OVD,LEAS,43.5635986328125,-6.0346198081970215,7218,35,48000,11/29
1777,Córdoba,Córdoba Airport,Spain,Europe,ODB,LEBA,37.84199905395508,-4.848879814147949,4527,52,48000,03/21
1778,Bilbao,Bilbao Airport,Spain,Europe,BIO,LEBB,43.30110168457031,-2.9106099605560303,8530,74,48000,10/28
1779,Burgos,Burgos Airport,Spain,Europe,RGS,LEBG,42.357601,-3.62076,6890,88,48000,04/22
1780,Barcelona,Barcelona International Airport,Spain,Europe,BCN,LEBL,41.2971,2.07846,11654,69,237000,02/20|07R/25L
1781,Badajoz,Badajoz Airport,Spain,Europe,BJZ,LEBZ,38.891300201416016,-6.8213300704956055,9350,41,48000,13/31
1782,Culleredo,A Coruña Airport,Spain,Europe,LCG,LECO,43.302101,-8.37726,6358,81,48000,03/21
1783,Madrid Cuatro Vientos,Cuatro Vientos Airport,Spain,Europe,ECV,LECU,40.370701,-3.78514,4921,57,48000,09/27
1784,Lleida,Lleida-Alguaire Airport,Spain,Europe,ILD,LEDA,41.728185,0.535023,8202,37,48000,13/31
1785,Girona,Girona Airport,Spain,Europe,GRO,LEGE,41.901000977,2.7605500221,7874,35,48000,02/20
1786,Granada,Federico Garcia Lorca Airport,Spain,Europe,GRX,LEGR,37.18870162963867,-3.777359962463379,9514,90,48000,09/27
1787,Ibiza,Ibiza Airport,Spain,Europe,IBZ,LEIB,38.872898101800004,1.3731199502899998,9186,64,48000,06/24
1788,Jerez de la Forntera,Jerez Airport,Spain,Europe,XRY,LEJR,36.744598388671875,-6.060110092163086,7546,81,48000,02/20
1789,San Javier,San Javier Airport,Spain,Europe,MJV,LELC,37.775001525878906,-0.8123890161514282,7612,37,48000,05L/23R|14/32
1790,León,Leon Airport,Spain,Europe,LEN,LELN,42.5890007019043,-5.65556001663208,6890,45,48000,05/23
1791,Madrid Adolfo Suarez,Adolfo Suárez Madrid–Barajas Airport,Spain,Europe,MAD,LEMD,40.471926,-3.56264,13711,89,213300,14L/32R|18L/36R
1792,Málaga,Málaga Airport,Spain,Europe,AGP,LEMG,36.67490005493164,-4.499110221862793,10500,59,48000,12/30
1793,Menorca Island,Menorca Airport,Spain,Europe,MAH,LEMH,39.86259841918945,4.218649864196777,7710,89,48000,01L/19R
1794,Palma De Mallorca,Palma De Mallorca Airport,Spain,Europe,PMI,LEPA,39.551700592,2.73881006241,10728,73,48000,06L/24R
1795,Pamplona,Pamplona Airport,Spain,Europe,PNA,LEPP,42.77000045776367,-1.6463299989700317,7241,49,48000,15/33
1796,Salamanca,Salamanca Airport,Spain,Europe,SLM,LESA,40.95209884643555,-5.501989841461182,8202,84,48000,03/21
1797,Hondarribia,San Sebastian Airport,Spain,Europe,EAS,LESO,43.35649871826172,-1.7906099557876587,4780,78,48000,04/22
1798,Santiago de Compostela,Santiago de Compostela Airport,Spain,Europe,SCQ,LEST,42.89630126953125,-8.415140151977539,10499,57,48000,17/35
1799,Teruel,Teruel Airport,Spain,Europe,TEV,LETL,40.403,-1.2183,9268,50,48000,18/36
1800,Madrid Torrejon,Torrejón Airport,Spain,Europe,TOJ,LETO,40.496700286865234,-3.4458699226379395,12001,89,48000,04/22
1801,Valencia,Valencia Airport,Spain,Europe,VLC,LEVC,39.4893,-0.481625,8858,75,48000,04/22
1802,Valladolid,Valladolid Airport,Spain,Europe,VLL,LEVD,41.7061004639,-4.85194015503,9843,59,48000,05/23
1803,Alava,Vitoria/Foronda Airport,Spain,Europe,VIT,LEVT,42.8828010559082,-2.7244699001312256,11483,33,48000,04/22
1804,Vigo,Vigo Airport,Spain,Europe,VGO,LEVX,42.2318000793457,-8.62677001953125,7874,55,48000,01/19
1805,Santander,Santander Airport,Spain,Europe,SDR,LEXJ,43.427101135253906,-3.82000994682312,7612,58,48000,11/29
1806,Sevilla,Sevilla Airport,Spain,Europe,SVQ,LEZL,37.417999267578125,-5.8931097984313965,11024,67,48000,09/27
1807,Calais/Dunkerque,Calais-Dunkerque Airport,France,Europe,CQF,LFAC,50.962100982666016,1.954759955406189,5036,51,48000,06/24
1808,Le Touquet-Paris-Plage,Le Touquet-Côte d'Opale Airport,France,Europe,LTQ,LFAT,50.517398834228516,1.6205899715423584,6070,79,48000,13/31
1809,Valenciennes/Denain,Valenciennes-Denain Airport,France,Europe,XVS,LFAV,50.325801849365234,3.4612600803375244,5610,52,48000,07/25
1810,Agen/La Garenne,Agen-La Garenne Airport,France,Europe,AGF,LFBA,44.17470169067383,0.5905560255050659,7103,51,48000,11/29
1811,Bordeaux/Mérignac,Bordeaux-Mérignac Airport,France,Europe,BOD,LFBD,44.828300476100004,-0.715556025505,10171,62,48000,05/23
1812,Bergerac/Roumanière,Bergerac-Roumanière Airport,France,Europe,EGC,LFBE,44.82529830932617,0.5186110138893127,7234,84,48000,10/28
1813,La Rochelle/Île de Ré,La Rochelle-Île de Ré Airport,France,Europe,LRH,LFBH,46.17919921875,-1.1952799558639526,7398,80,48000,09/27
1814,Poitiers/Biard,Poitiers-Biard Airport,France,Europe,PIS,LFBI,46.58769989013672,0.30666598677635193,7710,84,48000,03/21
1815,Montluçon/Guéret,Montluçon-Guéret Airport,France,Europe,MCU,LFBK,46.222599029541016,2.363960027694702,6234,39,48000,17/35
1816,Limoges/Bellegarde,Limoges Airport,France,Europe,LIG,LFBL,45.86280059814453,1.1794400215148926,8202,51,48000,03/21
1817,Niort/Souché,Niort-Souché Airport,France,Europe,NIT,LFBN,46.313477,-0.394529,5774,54,48000,07/25
1818,Toulouse/Blagnac,Toulouse-Blagnac Airport,France,Europe,TLS,LFBO,43.629101,1.36382,11483,44,48000,14L/32R
1819,Pau/Pyrénées (Uzein),Pau Pyrénées Airport,France,Europe,PUF,LFBP,43.380001068115234,-0.41861099004745483,8202,74,48000,13/31
1820,Tarbes/Lourdes/Pyrénées,Tarbes-Lourdes-Pyrénées Airport,France,Europe,LDE,LFBT,43.1786994934082,-0.006438999902456999,9843,78,48000,02/20
1821,Angoulême/Brie/Champniers,Angoulême-Brie-Champniers Airport,France,Europe,ANG,LFBU,45.72919845581055,0.22145600616931915,5938,40,48000,10/28
1822,Périgueux/Bassillac,Périgueux-Bassillac Airport,France,Europe,PGX,LFBX,45.19810104370117,0.815555989742279,5741,57,48000,11/29
1823,Biarritz/Anglet/Bayonne,Biarritz-Anglet-Bayonne Airport,France,Europe,BIQ,LFBZ,43.4683333,-1.5311111,7382,37,48000,09/27
1824,Cahors/Lalbenque,Cahors-Lalbenque Airport,France,Europe,ZAO,LFCC,44.35139846801758,1.4752800464630127,4921,75,48000,13/31
1825,Albi/Le Séquestre,Albi-Le Séquestre Airport,France,Europe,LBI,LFCI,43.91389846801758,2.1130599975585938,5118,35,48000,09/27
1826,Castres/Mazamet,Castres-Mazamet Airport,France,Europe,DCM,LFCK,43.55630111694336,2.289180040359497,5988,59,48000,14/32
1827,Rodez/Marcillac,Rodez-Marcillac Airport,France,Europe,RDZ,LFCR,44.407901763916016,2.4826700687408447,6693,47,48000,13/31
1828,Royan/Médis,Royan-Médis Airport,France,Europe,RYN,LFCY,45.62810134887695,-0.9725000262260437,4117,35,48000,10/28
1829,Montauban,Montauban Airport,France,Europe,XMW,LFDB,44.025699615478516,1.3780399560928345,3215,64,48000,14/32
1830,Rochefort/Saint-Agnant,Rochefort-Saint-Agnant (BA 721) Airport,France,Europe,RCO,LFDN,45.88779830932617,-0.9830560088157654,7480,53,48000,12/30
1831,Île d'Yeu,Île d'Yeu Airport,France,Europe,IDY,LFEY,46.71860122680664,-2.3911099433898926,4035,56,48000,04/22
1832,Colmar/Houssen,Colmar-Houssen Airport,France,Europe,CMR,LFGA,48.109901428222656,7.359010219573975,5282,70,48000,01/19
1833,Dole/Tavaux,Dole-Tavaux Airport,France,Europe,DLE,LFGJ,47.042686,5.435063,7318,31,48000,05/23
1834,Aubenas/Ardèche Méridional,Aubenas-Ardèche Méridional Airport,France,Europe,OBS,LFHO,44.544203,4.372192,4675,46,48000,18/36
1835,Le Puy/Loudes,Le Puy-Loudes Airport,France,Europe,LPY,LFHP,45.0806999206543,3.762890100479126,4570,81,48000,15/33
1836,Metz / Nancy,Metz-Nancy-Lorraine Airport,France,Europe,ETZ,LFJL,48.9821014404,6.25131988525,8202,68,48000,04/22
1837,Angers/Marcé,Angers-Loire Airport,France,Europe,ANE,LFJR,47.560299,-0.312222,5906,40,48000,08/26
1838,Bastia/Poretta,Bastia-Poretta Airport,France,Europe,BIA,LFKB,42.55270004272461,9.48373031616211,8266,47,48000,16/34
1839,Calvi/Sainte-Catherine,Calvi-Sainte-Catherine Airport,France,Europe,CLY,LFKC,42.5244444,8.7930556,7579,90,48000,18/36
1840,Figari Sud-Corse,Figari Sud-Corse Airport,France,Europe,FSC,LFKF,41.5005989074707,9.097780227661133,8136,71,48000,05/23
1841,Ajaccio/Napoléon Bonaparte,Ajaccio-Napoléon Bonaparte Airport,France,Europe,AJA,LFKJ,41.92359924316406,8.8029203414917,7897,81,48000,02/20
1842,Auxerre/Branches,Auxerre-Branches Airport,France,Europe,AUF,LFLA,47.85020065307617,3.497109889984131,5413,72,48000,18/36
1843,Chambéry/Aix-les-Bains,Chambéry-Savoie Airport,France,Europe,CMF,LFLB,45.638099670410156,5.880229949951172,6628,52,48000,18/36
1844,Clermont-Ferrand/Auvergne,Clermont-Ferrand Auvergne Airport,France,Europe,CFE,LFLC,45.7867012024,3.1691699028,9885,90,48000,01/19|08L/26R
1845,Bourges,Bourges Airport,France,Europe,BOU,LFLD,47.058101654052734,2.3702800273895264,5085,65,48000,06/24
1846,Annemasse,Annemasse Airport,France,Europe,QNJ,LFLI,46.1920013428,6.268390178680001,4265,33,48000,12/30
1847,Lyon,Lyon Saint-Exupéry Airport,France,Europe,LYS,LFLL,45.725556,5.081111,13124,90,48000,17L/35R
1848,Saint-Yan,Saint-Yan Airport,France,Europe,SYT,LFLN,46.412498474121094,4.0132598876953125,6660,62,48000,15L/33R
1849,Roanne/Renaison,Roanne-Renaison Airport,France,Europe,RNE,LFLO,46.05830001831055,4.001389980316162,4790,69,48000,02/20
1850,Annecy/Meythet,Annecy-Haute-Savoie-Mont Blanc Airport,France,Europe,NCY,LFLP,45.9308333,6.1063889,5348,52,48000,04/22
1851,Grenoble/Saint-Geoirs,Grenoble-Isère Airport,France,Europe,GNB,LFLS,45.36289978027344,5.329370021820068,10007,78,48000,09/27
1852,Valence/Chabeuil,Valence-Chabeuil Airport,France,Europe,VAF,LFLU,44.9216,4.9699,6890,38,48000,01/19|01R/19L
1853,Vichy/Charmeil,Vichy-Charmeil Airport,France,Europe,VHY,LFLV,46.169700622558594,3.4037399291992188,7218,45,48000,01/19
1854,Aurillac,Aurillac Airport,France,Europe,AUR,LFLW,44.89139938354492,2.4219400882720947,5577,83,48000,15/33
1855,Châteauroux/Déols,Châteauroux-Déols Marcel Dassault Airport,France,Europe,CHR,LFLX,46.860278,1.721111,11483,66,48000,04/22
1856,Lyon/Bron,Lyon-Bron Airport,France,Europe,LYN,LFLY,45.72719955444336,4.944270133972168,5971,42,48000,16/34
1857,Cannes/Mandelieu,Cannes-Mandelieu Airport,France,Europe,CEQ,LFMD,43.542,6.95348,5282,67,48000,05/23
1858,Saint-Étienne/Bouthéon,Saint-Étienne-Bouthéon Airport,France,Europe,EBU,LFMH,45.54059982299805,4.296390056610107,7546,44,48000,17/35
1859,Carcassonne/Salvaza,Carcassonne Airport,France,Europe,CCF,LFMK,43.215999603271484,2.3063199520111084,6726,34,48000,10/28
1860,Marseille,Marseille Provence Airport,France,Europe,MRS,LFML,43.439271922,5.22142410278,11483,51,48000,13L/31R
1861,Nice,Nice-Côte d'Azur Airport,France,Europe,NCE,LFMN,43.6584014893,7.215869903560001,9712,33,48000,04L/22R
1862,Perpignan/Rivesaltes,Perpignan-Rivesaltes (Llabanère) Airport,France,Europe,PGF,LFMP,42.74039840698242,2.8706700801849365,8202,38,48000,13/31
1863,Le Castellet,Le Castellet Airport,France,Europe,CTT,LFMQ,43.252498626708984,5.785190105438232,5741,70,48000,13/31
1864,Montpellier/Méditerranée,Montpellier-Méditerranée Airport,France,Europe,MPL,LFMT,43.57619857788086,3.96301007270813,8530,33,48000,12L/30R
1865,Béziers/Vias,Béziers-Vias Airport,France,Europe,BZR,LFMU,43.32350158691406,3.3538999557495117,5971,50,48000,10/28
1866,Avignon/Caumont,Avignon-Caumont Airport,France,Europe,AVN,LFMV,43.90729904174805,4.901830196380615,6168,63,48000,17/35
1867,Mende/Brénoux,Mende-Brenoux Airfield,France,Europe,MEN,LFNB,44.502102,3.53282,4265,87,48000,13/31
1868,Beauvais/Tillé,Paris Beauvais Tillé Airport,France,Europe,BVA,LFOB,49.45439910888672,2.1127800941467285,7972,63,48000,04/22
1869,Le Havre/Octeville,Le Havre Octeville Airport,France,Europe,LEH,LFOH,49.53390121459961,0.08805599808692932,7546,67,48000,05/23
1870,Abbeville,Abbeville,France,Europe,XAB,LFOI,50.143501,1.831891,4101,89,48000,02/20|13/31
1871,Vatry,Châlons-Vatry Airport,France,Europe,XCR,LFOK,48.7733333333,4.206111111,12664,48,48000,10/28
1872,Rouen/Vallée de Seine,Rouen Airport,France,Europe,URO,LFOP,49.38420104980469,1.1748000383377075,5577,46,48000,04/22
1873,Tours/Val de Loire (Loire Valley),Tours-Val-de-Loire Airport,France,Europe,TUF,LFOT,47.4322013855,0.727605998516,7887,63,48000,02/20
1874,Cholet/Le Pontreau,Cholet Le Pontreau Airport,France,Europe,CET,LFOU,47.08209991455078,-0.8770639896392822,4528,33,48000,03/21
1875,Laval/Entrammes,Laval-Entrammes Airport,France,Europe,LVA,LFOV,48.03139877319336,-0.7429860234260559,5020,50,48000,14/32
1876,Paris Le Bourget,Paris-Le Bourget Airport,France,Europe,LBG,LFPB,48.969398498535156,2.441390037536621,9843,70,48000,03/21|09/27
1877,Paris Charles de Gaulle,Charles de Gaulle International Airport,France,Europe,CDG,LFPG,49.012798,2.55,13829,41,213300,08L/26R|09L/27R
1878,Toussus-le-Noble,Toussus-le-Noble Airport,France,Europe,TNF,LFPN,48.75189971923828,2.1061899662017822,3609,67,48000,07L/25R
1879,Paris Orly,Paris-Orly Airport,France,Europe,ORY,LFPO,48.7233333,2.3794444,11975,30,48000,02/20|08/26
1880,Cormeilles-en-Vexin,Pontoise - Cormeilles-en-Vexin Airport,France,Europe,POX,LFPT,49.096667,2.040833,5541,56,48000,05/23
1881,Nevers/Fourchambault,Nevers-Fourchambault Airport,France,Europe,NVS,LFQG,47.002601623535156,3.1133298873901367,5348,46,48000,12/30
1882,Maubeuge/Élesmes,Maubeuge-Élesmes Airport,France,Europe,XME,LFQJ,50.31050109863281,4.033120155334473,4265,39,48000,05L/23R
1883,Lille/Lesquin,Lille-Lesquin Airport,France,Europe,LIL,LFQQ,50.563332,3.086886,9268,49,48000,01/19
1884,Merville/Calonne,Merville-Calonne Airport,France,Europe,HZB,LFQT,50.61840057373047,2.642240047454834,6037,31,48000,04/22
1885,Charleville-Mézières,Charleville-Mézières Airport,France,Europe,XCZ,LFQV,49.78390121459961,4.647079944610596,4921,81,48000,11/29
1886,Brest/Guipavas,Brest Bretagne Airport,France,Europe,BES,LFRB,48.447898864746094,-4.418540000915527,10171,81,48000,07L/25R
1887,Cherbourg/Maupertus,Cherbourg-Maupertus Airport,France,Europe,CER,LFRC,49.65010070800781,-1.4702800512313843,8005,61,48000,10/28
1888,Dinard/Pleurtuit/Saint-Malo,Dinard-Pleurtuit-Saint-Malo Airport,France,Europe,DNR,LFRD,48.58769989013672,-2.0799601078033447,7218,62,48000,12/30
1889,La Baule-Escoublac,La Baule-Escoublac Airport,France,Europe,LBY,LFRE,47.289398193359375,-2.3463900089263916,3117,83,48000,11/29
1890,Granville,Granville Airport,France,Europe,GFR,LFRF,48.88309860229492,-1.564170002937317,3150,47,48000,07/25
1891,Deauville,Deauville-Saint-Gatien Airport,France,Europe,DOL,LFRG,49.3652992249,0.154305994511,8366,56,48000,12/30
1892,Lorient/Lann/Bihoué,Lorient South Brittany (Bretagne Sud) Airport,France,Europe,LRT,LFRH,47.76060104370117,-3.440000057220459,7884,30,48000,02/20
1893,La Roche-sur-Yon/Les Ajoncs,La Roche-sur-Yon Airport,France,Europe,EDM,LFRI,46.701900482177734,-1.3786300420761108,5085,54,48000,10/28
1894,Caen/Carpiquet,Caen-Carpiquet Airport,France,Europe,CFR,LFRK,49.173301696777344,-0.44999998807907104,6233,37,48000,05/23
1895,Le Mans/Arnage,Le Mans-Arnage Airport,France,Europe,LME,LFRM,47.94860076904297,0.20166699588298798,4658,57,48000,02/20
1896,Rennes/Saint-Jacques,Rennes-Saint-Jacques Airport,France,Europe,RNS,LFRN,48.069499969499994,-1.73478996754,6890,43,48000,10/28
1897,Lannion,Lannion-Côte de Granit Airport,France,Europe,LAI,LFRO,48.754398,-3.47166,5577,45,48000,11/29
1898,Quimper/Pluguffan,Quimper-Cornouaille Airport,France,Europe,UIP,LFRQ,47.974998474121094,-4.167789936065674,7054,78,48000,04/22
1899,Nantes,Nantes Atlantique Airport,France,Europe,NTE,LFRS,47.153198242200006,-1.61073005199,9514,78,48000,03/21
1900,Saint-Brieuc/Armor,Saint-Brieuc-Armor Airport,France,Europe,SBK,LFRT,48.5378,-2.85444,7218,68,48000,06/24
1901,Morlaix/Ploujean,Morlaix-Ploujean Airport,France,Europe,MXN,LFRU,48.6031990051,-3.81577992439,5305,64,48000,04/22
1902,Vannes/Meucon,Vannes-Meucon Airport,France,Europe,VNE,LFRV,47.72330093383789,-2.718559980392456,5020,33,48000,04/22
1903,Saint-Nazaire/Montoir,Saint-Nazaire-Montoir Airport,France,Europe,SNR,LFRZ,47.3105556,-2.1566667,7874,60,48000,07/25
1904,Bâle/Mulhouse,EuroAirport Basel-Mulhouse-Freiburg Airport,France,Europe,BSL,LFSB,47.59,7.5291667,12795,74,48000,08/26
1905,Dijon/Longvic,Dijon-Bourgogne Airport,France,Europe,DIJ,LFSD,47.268902,5.09,7874,83,48000,02/20
1906,Épinal/Mirecourt,Épinal-Mirecourt Airport,France,Europe,EPL,LFSG,48.325001,6.06998,8858,33,48000,08/26
1907,Nancy/Essey,Nancy-Essey Airport,France,Europe,ENC,LFSN,48.692100524902344,6.230460166931152,4593,52,48000,03/21
1908,Strasbourg,Strasbourg Airport,France,Europe,SXB,LFST,48.538299560546875,7.628230094909668,7874,55,48000,05/23
1909,Toulon/Hyères/Le Palyvestre,Toulon-Hyères Airport,France,Europe,TLN,LFTH,43.0973014832,6.14602994919,6955,35,48000,05/23
1910,Nîmes/Garons,Nîmes-Arles-Camargue Airport,France,Europe,FNI,LFTW,43.75740051269531,4.4163498878479,8005,72,48000,18/36
1911,Miquelon,Miquelon Airport,Saint Pierre and Miquelon,North America,MQC,LFVM,47.095500946,-56.3802986145,3280,77,6000,12/30
1912,Saint-Pierre,St Pierre Airport,Saint Pierre and Miquelon,North America,FSP,LFVP,46.762901306152344,-56.173099517822266,5900,39,213300,08/26
1913,Alexandroupolis,Dimokritos Airport,Greece,Europe,AXD,LGAL,40.855899810791016,25.956300735473633,8471,54,30000,07/25
1914,Athens,Eleftherios Venizelos International Airport,Greece,Europe,ATH,LGAV,37.9364013672,23.9444999695,13123,40,237000,03L/21R
1915,Nea Anchialos,Nea Anchialos Airport,Greece,Europe,VOL,LGBL,39.219600677490234,22.794300079345703,9052,52,30000,08/26
1916,Chios Island,Chios Island National Airport,Greece,Europe,JKH,LGHI,38.34320068359375,26.140600204467773,4957,89,30000,01/19
1917,Ioannina,Ioannina Airport,Greece,Europe,IOA,LGIO,39.6963996887207,20.822500228881836,7874,87,30000,14/32
1918,Heraklion,Heraklion International Nikos Kazantzakis Airport,Greece,Europe,HER,LGIR,35.3396987915,25.180299758900002,8800,88,30000,09/27|18/36
1919,Kefallinia Island,Kefallinia Airport,Greece,Europe,EFL,LGKF,38.12009811401367,20.500499725341797,7992,49,30000,14/32
1920,Kalamata,Kalamata Airport,Greece,Europe,KLX,LGKL,37.06829833984375,22.02549934387207,9260,79,30000,17R/35L
1921,Kos Island,Kos Airport,Greece,Europe,KGS,LGKO,36.79330062866211,27.091699600219727,7841,49,30000,14/32
1922,Karpathos Island,Karpathos Airport,Greece,Europe,AOK,LGKP,35.4213981628418,27.145999908447266,7871,71,30000,12/30
1923,Kerkyra Island,Ioannis Kapodistrias International Airport,Greece,Europe,CFU,LGKR,39.601898193359375,19.911699295043945,7792,45,30000,16/34
1924,Kavala,Alexander the Great International Airport,Greece,Europe,KVA,LGKV,40.913299560546875,24.619199752807617,9844,62,30000,05R/23L
1925,Kozani,Filippos Airport,Greece,Europe,KZI,LGKZ,40.28609848022461,21.84079933166504,5978,54,30000,14/32
1926,Mykonos Island,Mikonos Airport,Greece,Europe,JMK,LGMK,37.43510055541992,25.348100662231445,6244,89,30000,16/34
1927,Mytilene,Mytilene International Airport,Greece,Europe,MJT,LGMT,39.0567016602,26.5983009338,7894,39,30000,14/32
1928,Preveza/Lefkada,Aktion National Airport,Greece,Europe,PVK,LGPZ,38.925498962402344,20.765300750732422,9419,35,30000,07L/25R
1929,Rodes Island,Diagoras Airport,Greece,Europe,RHO,LGRP,36.405399322509766,28.086200714111328,10846,80,30000,07/25
1930,Patras,Araxos Airport,Greece,Europe,GPA,LGRX,38.1511,21.4256,10999,36,30000,18L/36R
1931,Souda,Chania International Airport,Greece,Europe,CHQ,LGSA,35.531700134277344,24.149700164794922,10982,83,30000,11/29
1932,Skiathos,Skiathos Island National Airport,Greece,Europe,JSI,LGSK,39.177101135253906,23.503700256347656,5341,65,30000,02/20
1933,Samos Island,Samos Airport,Greece,Europe,SMI,LGSM,37.689998626708984,26.911699295043945,6706,69,30000,09/27
1934,Santorini Island,Santorini Airport,Greece,Europe,JTR,LGSR,36.399200439453125,25.479299545288086,6972,85,30000,16L/34R
1935,Crete Island,Sitia Airport,Greece,Europe,JSH,LGST,35.21609878540039,26.101299285888672,6804,87,30000,05/23
